DateId,Date,Day,Month,Year,Quarter
71,20200422,22,04,2020,2
72,20200310,10,03,2020,1
73,20190427,27,04,2019,2
74,20190428,28,04,2019,2
75,20191111,11,11,2019,4
76,20200311,11,03,2020,1
77,20190222,22,02,2019,1
78,20190207,07,02,2019,1
79,20200129,29,01,2020,1
80,20191215,15,12,2019,4
81,20191205,05,12,2019,4
82,20041101,01,11,2004,4
83,20190203,03,02,2019,1
84,20190405,05,04,2019,2
85,20190129,29,01,2019,1
86,20190225,25,02,2019,1
87,20200309,09,03,2020,1
88,20190303,03,03,2019,1
89,20200102,02,01,2020,1
90,20200418,18,04,2020,2
91,20190301,01,03,2019,1
92,20190325,25,03,2019,1
93,20191204,04,12,2019,4
94,20190205,05,02,2019,1
95,20191216,16,12,2019,4
96,20190210,10,02,2019,1
97,20191209,09,12,2019,4
98,20200204,04,02,2020,1
99,20190505,05,05,2019,2
100,20050201,01,02,2005,1
101,20190321,21,03,2019,1
102,20190224,24,02,2019,1
103,20200409,09,04,2020,2
104,20191021,21,10,2019,4
105,20191024,24,10,2019,4
106,20191108,08,11,2019,4
107,20191026,26,10,2019,4
108,20191022,22,10,2019,4
109,20190908,08,09,2019,3
110,20191015,15,10,2019,4
111,20190911,11,09,2019,3
112,20191110,10,11,2019,4
113,20191106,06,11,2019,4
114,20060801,01,08,2006,3
115,20191009,09,10,2019,4
116,20050901,01,09,2005,3
117,20191010,10,10,2019,4
118,20060201,01,02,2006,1
119,20191006,06,10,2019,4
120,20200114,14,01,2020,1
121,20060701,01,07,2006,3
122,20191104,04,11,2019,4
123,20191030,30,10,2019,4
124,20200327,27,03,2020,1
125,20060101,01,01,2006,1
126,20191002,02,10,2019,4
127,20060501,01,05,2006,2
128,20200108,08,01,2020,1
129,20060301,01,03,2006,1
130,20191101,01,11,2019,4
131,20190208,08,02,2019,1
132,20191016,16,10,2019,4
133,20190130,30,01,2019,1
134,20200304,04,03,2020,1
135,20190315,15,03,2019,1
136,20200225,25,02,2020,1
137,20060601,01,06,2006,2
138,20191107,07,11,2019,4
139,20190317,17,03,2019,1
140,20190215,15,02,2019,1
141,20200120,20,01,2020,1
142,20060401,01,04,2006,2
143,20191005,05,10,2019,4
144,20190226,26,02,2019,1
145,20200126,26,01,2020,1
146,20191114,14,11,2019,4
147,20051201,01,12,2005,4
148,20051101,01,11,2005,4
149,20200109,09,01,2020,1
150,20190925,25,09,2019,3
151,20190928,28,09,2019,3
152,20191120,20,11,2019,4
153,20200119,19,01,2020,1
154,20051001,01,10,2005,4
155,20200123,23,01,2020,1
156,20191017,17,10,2019,4
157,20190218,18,02,2019,1
158,20191023,23,10,2019,4
159,20190219,19,02,2019,1
160,20190926,26,09,2019,3
161,20190217,17,02,2019,1
162,20200228,28,02,2020,1
163,20030301,01,03,2003,1
164,20190423,23,04,2019,2
165,20191118,18,11,2019,4
166,20200105,05,01,2020,1
167,20191126,26,11,2019,4
168,20190418,18,04,2019,2
169,20191121,21,11,2019,4
170,20191125,25,11,2019,4
171,20200222,22,02,2020,1
172,20191128,28,11,2019,4
173,20191218,18,12,2019,4
174,20191217,17,12,2019,4
175,20191127,27,11,2019,4
176,20190409,09,04,2019,2
177,20190410,10,04,2019,2
178,20190403,03,04,2019,2
179,20190318,18,03,2019,1
180,20200402,02,04,2020,2
181,20190404,04,04,2019,2
182,20190412,12,04,2019,2
183,20191219,19,12,2019,4
184,20190425,25,04,2019,2
185,20190401,01,04,2019,2
186,20190419,19,04,2019,2
187,20190330,30,03,2019,1
188,20200104,04,01,2020,1
189,20200323,23,03,2020,1
190,20200320,20,03,2020,1
191,20200330,30,03,2020,1
192,20021201,01,12,2002,4
193,20190211,11,02,2019,1
194,20190223,23,02,2019,1
195,20190625,25,06,2019,2
196,20190213,13,02,2019,1
197,20190502,02,05,2019,2
198,20021001,01,10,2002,4
199,20030801,01,08,2003,3
200,20190402,02,04,2019,2
201,20200111,11,01,2020,1
202,20190324,24,03,2019,1
203,20190310,10,03,2019,1
204,20190209,09,02,2019,1
205,20190326,26,03,2019,1
206,20190311,11,03,2019,1
207,20190308,08,03,2019,1
208,20200107,07,01,2020,1
209,20190314,14,03,2019,1
210,20200421,21,04,2020,2
211,20190214,14,02,2019,1
212,20200420,20,04,2020,2
213,20190524,24,05,2019,2
214,20190602,02,06,2019,2
215,20200110,10,01,2020,1
216,20190617,17,06,2019,2
217,20200319,19,03,2020,1
218,20190307,07,03,2019,1
219,20190415,15,04,2019,2
220,20190319,19,03,2019,1
221,20190420,20,04,2019,2
222,20200428,28,04,2020,2
223,20190605,05,06,2019,2
224,20190322,22,03,2019,1
225,20190929,29,09,2019,3
226,20190920,20,09,2019,3
227,20190922,22,09,2019,3
228,20190328,28,03,2019,1
229,20200127,27,01,2020,1
230,20191117,17,11,2019,4
231,20200130,30,01,2020,1
232,20190921,21,09,2019,3
233,20191105,05,11,2019,4
234,20190131,31,01,2019,1
235,20200113,13,01,2020,1
236,20191201,01,12,2019,4
237,20190320,20,03,2019,1
238,20200206,06,02,2020,1
239,20200203,03,02,2020,1
240,20190930,30,09,2019,3
241,20190323,23,03,2019,1
242,20191001,01,10,2019,4
243,20191004,04,10,2019,4
244,20200121,21,01,2020,1
245,20190924,24,09,2019,3
246,20191013,13,10,2019,4
247,20200128,28,01,2020,1
248,20190910,10,09,2019,3
249,20030601,01,06,2003,2
250,20200308,08,03,2020,1
251,20190513,13,05,2019,2
252,20200223,23,02,2020,1
253,20190718,18,07,2019,3
254,20200101,01,01,2020,1
255,20191028,28,10,2019,4
256,20190204,04,02,2019,1
257,20191124,24,11,2019,4
258,20190304,04,03,2019,1
259,20191224,24,12,2019,4
260,20191230,30,12,2019,4
261,20191012,12,10,2019,4
262,20191029,29,10,2019,4
263,20200122,22,01,2020,1
264,20190302,02,03,2019,1
265,20190613,13,06,2019,2
266,20190414,14,04,2019,2
267,20191112,12,11,2019,4
268,20191208,08,12,2019,4
269,20190512,12,05,2019,2
270,20190422,22,04,2019,2
271,20190413,13,04,2019,2
272,20190305,05,03,2019,1
273,20200103,03,01,2020,1
274,20191129,29,11,2019,4
275,20191213,13,12,2019,4
276,20200106,06,01,2020,1
277,20190306,06,03,2019,1
278,20190429,29,04,2019,2
279,20200313,13,03,2020,1
280,20190216,16,02,2019,1
281,20200407,07,04,2020,2
282,20190511,11,05,2019,2
283,20191014,14,10,2019,4
284,20191202,02,12,2019,4
285,20200218,18,02,2020,1
286,20190517,17,05,2019,2
287,20191113,13,11,2019,4
288,20191229,29,12,2019,4
289,20200211,11,02,2020,1
290,20200112,12,01,2020,1
291,20191103,03,11,2019,4
292,20200317,17,03,2020,1
293,20191109,09,11,2019,4
294,20200329,29,03,2020,1
295,20191031,31,10,2019,4
296,20190628,28,06,2019,2
297,20030501,01,05,2003,2
298,20191214,14,12,2019,4
299,20190615,15,06,2019,2
300,20200205,05,02,2020,1
301,20200301,01,03,2020,1
302,20190627,27,06,2019,2
303,20200227,27,02,2020,1
304,20191018,18,10,2019,4
305,20190623,23,06,2019,2
306,20190416,16,04,2019,2
307,20190607,07,06,2019,2
308,20190604,04,06,2019,2
309,20191220,20,12,2019,4
310,20200306,06,03,2020,1
311,20190530,30,05,2019,2
312,20190212,12,02,2019,1
313,20190927,27,09,2019,3
314,20191003,03,10,2019,4
315,20190630,30,06,2019,2
316,20190516,16,05,2019,2
317,20200427,27,04,2020,2
318,20200415,15,04,2020,2
319,20190523,23,05,2019,2
320,20190606,06,06,2019,2
321,20200302,02,03,2020,1
322,20200429,29,04,2020,2
323,20190316,16,03,2019,1
324,20190626,26,06,2019,2
325,20190616,16,06,2019,2
326,20200423,23,04,2020,2
327,20190711,11,07,2019,3
328,20190510,10,05,2019,2
329,20200209,09,02,2020,1
330,20191102,02,11,2019,4
331,20080101,01,01,2008,1
332,20200210,10,02,2020,1
333,20200207,07,02,2020,1
334,20190912,12,09,2019,3
335,20200224,24,02,2020,1
336,20190421,21,04,2019,2
337,20190408,08,04,2019,2
338,20190624,24,06,2019,2
339,20190406,06,04,2019,2
340,20191207,07,12,2019,4
341,20191027,27,10,2019,4
342,20030701,01,07,2003,3
343,20200131,31,01,2020,1
344,20190620,20,06,2019,2
345,20190221,21,02,2019,1
346,20190603,03,06,2019,2
347,20190706,06,07,2019,3
348,20191115,15,11,2019,4
349,20190609,09,06,2019,2
350,20190501,01,05,2019,2
351,20070301,01,03,2007,1
352,20060901,01,09,2006,3
353,20070201,01,02,2007,1
354,20070801,01,08,2007,3
355,20061101,01,11,2006,4
356,20070501,01,05,2007,2
357,20190514,14,05,2019,2
358,20070101,01,01,2007,1
359,20081201,01,12,2008,4
360,20090601,01,06,2009,2
361,20081001,01,10,2008,4
362,20061201,01,12,2006,4
363,20070901,01,09,2007,3
364,20071001,01,10,2007,4
365,20061001,01,10,2006,4
366,20080201,01,02,2008,1
367,20080301,01,03,2008,1
368,20090701,01,07,2009,3
369,20200124,24,01,2020,1
370,20070601,01,06,2007,2
371,20070701,01,07,2007,3
372,20090101,01,01,2009,1
373,20080701,01,07,2008,3
374,20090301,01,03,2009,1
375,20071201,01,12,2007,4
376,20070401,01,04,2007,2
377,20200411,11,04,2020,2
378,20191203,03,12,2019,4
379,20191123,23,11,2019,4
380,20030401,01,04,2003,2
381,20190430,30,04,2019,2
382,20200401,01,04,2020,2
383,20200424,24,04,2020,2
384,20190709,09,07,2019,3
385,20080401,01,04,2008,2
386,20080601,01,06,2008,2
387,20200410,10,04,2020,2
388,20071101,01,11,2007,4
389,20190907,07,09,2019,3
390,20191130,30,11,2019,4
391,20191116,16,11,2019,4
392,20190704,04,07,2019,3
393,20081101,01,11,2008,4
394,20080901,01,09,2008,3
395,20200316,16,03,2020,1
396,20200305,05,03,2020,1
397,20080501,01,05,2008,2
398,20190919,19,09,2019,3
399,20190913,13,09,2019,3
400,20190918,18,09,2019,3
401,20190916,16,09,2019,3
402,20190917,17,09,2019,3
403,20200328,28,03,2020,1
404,20190915,15,09,2019,3
405,20190914,14,09,2019,3
406,20090501,01,05,2009,2
407,20090201,01,02,2009,1
408,20080801,01,08,2008,3
409,20090801,01,08,2009,3
410,20200212,12,02,2020,1
411,20200118,18,01,2020,1
412,20190923,23,09,2019,3
413,20200307,07,03,2020,1
414,20190526,26,05,2019,2
415,20200314,14,03,2020,1
416,20200220,20,02,2020,1
417,20190829,29,08,2019,3
418,20200216,16,02,2020,1
419,20190629,29,06,2019,2
420,20190701,01,07,2019,3
421,20200214,14,02,2020,1
422,20200226,26,02,2020,1
423,20200208,08,02,2020,1
424,20200324,24,03,2020,1
425,20200117,17,01,2020,1
426,20200125,25,01,2020,1
427,20200202,02,02,2020,1
428,20200201,01,02,2020,1
429,20200325,25,03,2020,1
430,20190407,07,04,2019,2
431,20190608,08,06,2019,2
432,20200408,08,04,2020,2
433,20190723,23,07,2019,3
434,20190715,15,07,2019,3
435,20190611,11,06,2019,2
436,20190521,21,05,2019,2
437,20190522,22,05,2019,2
438,20190614,14,06,2019,2
439,20200426,26,04,2020,2
440,20190707,07,07,2019,3
441,20190719,19,07,2019,3
442,20200403,03,04,2020,2
443,20190731,31,07,2019,3
444,20200318,18,03,2020,1
445,20200326,26,03,2020,1
446,20200215,15,02,2020,1
447,20190525,25,05,2019,2
448,20190312,12,03,2019,1
449,20190527,27,05,2019,2
450,20190529,29,05,2019,2
451,20190612,12,06,2019,2
452,20190619,19,06,2019,2
453,20190411,11,04,2019,2
454,20200322,22,03,2020,1
455,20190515,15,05,2019,2
456,20190703,03,07,2019,3
457,20190702,02,07,2019,3
458,20200321,21,03,2020,1
459,20200331,31,03,2020,1
460,20200419,19,04,2020,2
461,20200303,03,03,2020,1
462,20191019,19,10,2019,4
463,20191206,06,12,2019,4
464,20200425,25,04,2020,2
465,20190518,18,05,2019,2
466,20200417,17,04,2020,2
467,20190906,06,09,2019,3
468,20200229,29,02,2020,1
469,20190712,12,07,2019,3
470,20191225,25,12,2019,4
471,20200406,06,04,2020,2
472,20191223,23,12,2019,4
473,20191228,28,12,2019,4
474,20191227,27,12,2019,4
475,20190618,18,06,2019,2
476,20190708,08,07,2019,3
477,20190710,10,07,2019,3
478,20190818,18,08,2019,3
479,20020701,01,07,2002,3
480,20190417,17,04,2019,2
481,20191226,26,12,2019,4
482,20191221,21,12,2019,4
483,20191231,31,12,2019,4
484,20190714,14,07,2019,3
485,20200412,12,04,2020,2
486,20190901,01,09,2019,3
487,20190717,17,07,2019,3
488,20190823,23,08,2019,3
489,20200405,05,04,2020,2
490,20190805,05,08,2019,3
491,20190902,02,09,2019,3
492,20190903,03,09,2019,3
493,20190812,12,08,2019,3
494,20190815,15,08,2019,3
495,20190705,05,07,2019,3
496,20200404,04,04,2020,2
497,20190905,05,09,2019,3
498,20190622,22,06,2019,2
499,20190909,09,09,2019,3
500,20190814,14,08,2019,3
501,20011001,01,10,2001,4
502,20200413,13,04,2020,2
503,20190729,29,07,2019,3
504,20200414,14,04,2020,2
505,20190813,13,08,2019,3
506,20190716,16,07,2019,3
507,20010301,01,03,2001,1
508,20090401,01,04,2009,2
509,20091101,01,11,2009,4
510,20100101,01,01,2010,1
511,20091201,01,12,2009,4
512,20091001,01,10,2009,4
513,20190828,28,08,2019,3
514,20100501,01,05,2010,2
515,20200416,16,04,2020,2
516,20100401,01,04,2010,2
517,20090901,01,09,2009,3
518,20100301,01,03,2010,1
519,20120401,01,04,2012,2
520,20120601,01,06,2012,2
521,20110801,01,08,2011,3
522,20110901,01,09,2011,3
523,20120201,01,02,2012,1
524,20120101,01,01,2012,1
525,20111201,01,12,2011,4
526,20120501,01,05,2012,2
527,20120701,01,07,2012,3
528,20120301,01,03,2012,1
529,20120801,01,08,2012,3
530,20101001,01,10,2010,4
531,20110101,01,01,2011,1
532,20100801,01,08,2010,3
533,20100601,01,06,2010,2
534,20111001,01,10,2011,4
535,20110301,01,03,2011,1
536,20110601,01,06,2011,2
537,20111101,01,11,2011,4
538,20100901,01,09,2010,3
539,20110401,01,04,2011,2
540,20110701,01,07,2011,3
541,20100701,01,07,2010,3
542,20191222,22,12,2019,4
543,20100201,01,02,2010,1
544,20101101,01,11,2010,4
545,20110201,01,02,2011,1
546,20110501,01,05,2011,2
547,20190621,21,06,2019,2
548,20190802,02,08,2019,3
549,20190801,01,08,2019,3
550,20190804,04,08,2019,3
551,20190807,07,08,2019,3
552,20020101,01,01,2002,1
553,20101201,01,12,2010,4
554,20190725,25,07,2019,3
555,20190728,28,07,2019,3
556,20190831,31,08,2019,3
557,20190713,13,07,2019,3
558,20190720,20,07,2019,3
559,20190830,30,08,2019,3
560,20190822,22,08,2019,3
561,20190827,27,08,2019,3
562,20190819,19,08,2019,3
563,20190808,08,08,2019,3
564,20190806,06,08,2019,3
565,20190904,04,09,2019,3
566,20190726,26,07,2019,3
567,20190811,11,08,2019,3
568,20190730,30,07,2019,3
569,20190727,27,07,2019,3
570,20190724,24,07,2019,3
571,20190816,16,08,2019,3
572,20190820,20,08,2019,3
573,20190721,21,07,2019,3
574,20190722,22,07,2019,3
575,20190817,17,08,2019,3
576,20190826,26,08,2019,3
577,20010401,01,04,2001,2
578,20190809,09,08,2019,3
579,20011101,01,11,2001,4
580,20190803,03,08,2019,3
581,20121201,01,12,2012,4
582,20190810,10,08,2019,3
583,20190821,21,08,2019,3
584,20001101,01,11,2000,4
585,20130301,01,03,2013,1
586,20130101,01,01,2013,1
587,20121001,01,10,2012,4
588,20121101,01,11,2012,4
589,20130701,01,07,2013,3
590,20020601,01,06,2002,2
591,20020301,01,03,2002,1
592,20190824,24,08,2019,3
593,20130201,01,02,2013,1
594,20130801,01,08,2013,3
595,20130401,01,04,2013,2
596,20130601,01,06,2013,2
